area,label,rdm_r
schaefer_304,304,0.09356459473001943
schaefer_305,305,0.02487654652147228
schaefer_306,306,0.355836483750494
schaefer_307,307,0.16659017490309938
schaefer_308,308,0.23147598010653286
schaefer_309,309,0.21561942831486372
schaefer_310,310,0.19037912610568905
schaefer_311,311,0.3231377136972506
schaefer_312,312,0.21867945054158644
schaefer_313,313,0.24085812751747504
schaefer_314,314,0.41017233359303457
schaefer_315,315,0.07820639765253033
schaefer_316,316,0.18382507671807966
schaefer_317,317,0.25017452088614733
schaefer_318,318,0.14705438806474397
schaefer_319,319,0.09312122086714758
schaefer_320,320,0.30288714130760586
schaefer_321,321,0.1747708417970451
schaefer_322,322,0.17388579832455958
schaefer_323,323,-0.03277804550309141
schaefer_324,324,0.06758903529282743
schaefer_325,325,0.07599756835242343
schaefer_326,326,0.17231836074236673
schaefer_327,327,-0.05179015808874725
schaefer_328,328,0.1666537488256491
schaefer_329,329,0.0020909910784282907
schaefer_330,330,0.018209532415394105
schaefer_331,331,0.15524072786551504
schaefer_332,332,0.1501705520940636
schaefer_333,333,0.23413667007972316
schaefer_334,334,0.09988785904208235
schaefer_335,335,0.23896752045478498
schaefer_336,336,0.12647343848495624
schaefer_337,337,0.25672967732282775
schaefer_338,338,0.1784425264281044
schaefer_339,339,0.2422542359147667
schaefer_340,340,0.15977050330494255
schaefer_341,341,0.13977893337013259
schaefer_342,342,0.11422862542825563
schaefer_343,343,0.12080270579963791
schaefer_344,344,0.2380899259032014
schaefer_345,345,0.2263837829204974
schaefer_346,346,0.106309105411195
schaefer_347,347,0.2918464518093172
schaefer_348,348,0.19569606191836078
schaefer_349,349,0.25121388794516375
schaefer_350,350,0.2459687477558019
schaefer_351,351,0.16081661663522262
schaefer_352,352,0.17117570994639883
schaefer_353,353,0.263335506136979
schaefer_354,354,0.2653751750048176
schaefer_355,355,0.3414196265634078
schaefer_356,356,0.20567444038201044
schaefer_357,357,0.2984886089192364
schaefer_358,358,0.05899577025527643
schaefer_359,359,0.043145561368518257
schaefer_360,360,0.1964480178121797
schaefer_361,361,0.3040526150289791
schaefer_362,362,0.25881582814733967
schaefer_363,363,0.1661856770135177
schaefer_364,364,0.1655531162097027
schaefer_365,365,0.166022859870907
schaefer_366,366,0.21243796642687104
schaefer_367,367,0.1561679685505713
schaefer_368,368,0.18384452757092534
schaefer_369,369,0.05162142589170668
schaefer_370,370,0.20175562697226224
schaefer_371,371,0.2960620775858583
schaefer_372,372,0.12673981117620187
schaefer_373,373,0.3022189673490721
schaefer_374,374,0.104390127034808
schaefer_375,375,0.21263138950856783
schaefer_376,376,0.3034613318956434
schaefer_377,377,0.2974009797930321
schaefer_378,378,0.2963476568737044
schaefer_379,379,0.09237635513592628
schaefer_380,380,0.1323342791028893
schaefer_381,381,0.20111449237925205
schaefer_382,382,0.15390360125823027
schaefer_383,383,0.15966020545588325
schaefer_384,384,0.11647977210896858
schaefer_385,385,0.21150978687091024
schaefer_386,386,0.15682380278178637
schaefer_387,387,0.17710910007557565
schaefer_388,388,0.1874109062784362
schaefer_389,389,0.20112146522231863
schaefer_390,390,0.09807599390442746
schaefer_391,391,0.1757356616600022
schaefer_392,392,0.20516348571693166
schaefer_393,393,0.020286163090700405
schaefer_394,394,0.26250497414087354
schaefer_395,395,0.06692938993020961
schaefer_396,396,0.238835343498481
schaefer_397,397,0.1872832276956674
schaefer_398,398,0.15762152102605737
schaefer_399,399,0.19249333359259638
schaefer_400,400,0.2799971714102812
schaefer_401,401,0.03963199597364753
schaefer_402,402,0.07765365144056946
schaefer_403,403,0.03945532946174445
schaefer_404,404,0.18131555812706432
schaefer_405,405,0.044653611187471035
schaefer_406,406,0.18789196728826693
schaefer_407,407,0.2791199830902958
schaefer_408,408,0.11476595893909398
schaefer_409,409,0.11244666206793844
schaefer_410,410,0.11262185304290438
schaefer_411,411,0.020766827890435255
schaefer_412,412,0.13276166082648647
schaefer_413,413,0.17244686461644
schaefer_414,414,-0.08706507244024471
schaefer_415,415,0.029019936594634345
schaefer_416,416,0.16750189643957986
schaefer_417,417,0.1539100671057596
schaefer_418,418,0.11328843086536984
schaefer_419,419,0.03153300590313658
