subject_id,binary_id,trinary_id,target_choice,trinary_group,catch,decoy_choice,rt,amountA,probA,amountB,probB,EVA,EVB,avg_amounts,avg_probs,amountC,probC,EVC
514f5d99-a157-42d0-b9e5-0407d2049090,6.0,6.0,1,0,0.0,0.0,3621.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
514f5d99-a157-42d0-b9e5-0407d2049090,6.0,6.0,1,0,0.0,0.0,1400.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
137f554f-99e4-4c27-b34c-a0d66681d6d0,6.0,6.0,1,0,0.0,0.0,9464.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
137f554f-99e4-4c27-b34c-a0d66681d6d0,6.0,6.0,1,0,0.0,0.0,14738.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
137f554f-99e4-4c27-b34c-a0d66681d6d0,6.0,6.0,1,0,0.0,0.0,13497.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
dfee4379-a815-456b-8011-1e095ba0fcdf,6.0,6.0,0,0,0.0,0.0,19485.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
dfee4379-a815-456b-8011-1e095ba0fcdf,6.0,6.0,0,0,0.0,0.0,14846.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
dfee4379-a815-456b-8011-1e095ba0fcdf,6.0,6.0,0,0,0.0,0.0,764.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
e98db0fa-cbd1-4415-ab8b-41b6226373b8,6.0,6.0,1,0,0.0,0.0,2835.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
e98db0fa-cbd1-4415-ab8b-41b6226373b8,6.0,6.0,1,0,0.0,0.0,3759.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
e98db0fa-cbd1-4415-ab8b-41b6226373b8,6.0,6.0,1,0,0.0,0.0,4371.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,6.0,6.0,1,0,0.0,0.0,2988.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,6.0,6.0,1,0,0.0,0.0,1985.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
db1c6c1b-8e99-41cf-9b98-c9c736aa8335,6.0,6.0,1,0,0.0,0.0,5666.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
